filepath,label
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_86d734f7-194f-4d05-9ca9-4f00940c989a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_18869ca4-b7fd-4677-b45e-f39f2d08a5e5.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9d5604a5-1a16-44af-8e00-64f347264990.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_5d76084d-11cc-4fd3-aea5-6bbb88ec8355.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_1445dfbe-8197-4895-b687-bb9bb439c574.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_a6f0c8d0-5020-40a8-a424-a34305015372.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_897b2374-9273-4c96-90f3-ce240edaf809.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_bf673987-07b9-41a4-8062-2851903b1445.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_abc5f765-1a2a-43d6-b07e-a0520a65a441.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_63cab934-6fd6-4301-849d-5337afea34e0.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ab6b4f8a-7a66-4a13-b2d0-cfd69eefa79a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c50d2721-4078-49d5-9889-304fc3011956.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_d4acfd80-c176-403a-9c04-e1b6a21c8ca1.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_249ba71e-648e-4536-bd80-ccabfcc2090a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/Chris_Sale_SL_4._NI2019mp4.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_f6578c8a-6b75-419b-837a-cc76cca5af87.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_155e99dd-bf84-4d8e-bf05-27b7fa3f0543.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_d999b01b-1857-4851-8d28-b536d2d13c73.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_0a143a2e-e4e3-4180-9192-9fd2b5759907.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_6ec82ab5-a770-44ec-ba0f-8e51759afdf1.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ecc40dc4-9be7-48b1-9396-8c2323d5d242.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_1f19cfd6-44ee-4931-a55b-04150c250e49.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_636b15bc-f0ee-46f7-95e0-65a14a3af63a.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_2ce48ca7-796e-410b-9a3d-4bf825fa0b23.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_684b7231-0fd6-40a7-a1fe-897e6a925f18.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c2ad774f-ac4f-4306-9e35-966a600d2756.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_92ed6b03-b861-4fe4-a54b-7775f4343dbd.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_76954783-2763-488b-8e05-180745b4c016.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_afa3312d-6af4-4ff2-8929-ca7fe9c89336.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_23eb01d4-24da-49cc-9c94-538474ec07a3.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_8885f235-55d5-432b-9bc6-943ab75b1db1.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9e6505e5-fc8b-43f4-a5ff-34fc52ec75c9.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_72ba41b6-0484-4909-bb19-41f467c13f44.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_cf9b8382-191e-4873-b3df-c28b1099ec2c.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_09296b7a-9999-4014-b1cd-5af1c2b52584.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_3f35a96a-0313-4be7-86b6-cfff54dcc7f5.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_93e9aa91-cbfe-41c1-a4b0-a03538cbfd05.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_5f2040af-b654-47c4-bca7-f38bc2a1fc6a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_35590610-d2ce-45ba-9f70-1477b1a12281.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_76d5ecf1-ed0b-4579-bfba-c2c687e38bac.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_35ff2067-f814-403a-906e-1ce207a852fc.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_324ea9f0-5547-40e9-846e-eae527a4d808.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_de807f78-2fcb-4c13-afb0-65150906c1db.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ce3ff2f2-c54e-4970-9c97-d5b04229383a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ba68a2b7-fcac-4571-946b-f2be58d10657.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c8625694-0348-4ee1-a106-96ebe68802bd.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_86ebefe8-7f7f-49b7-80be-cec6516353a0.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_1d4c192f-2a16-465f-bc5d-29dcfbd26743.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_525113f0-b921-4b90-bd87-20faf17eb8ae.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_f5e0d7ac-194d-40a4-8f90-2568f321f08b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_026fed8b-16ad-44e6-b5cc-ab030330cdf4.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0230c4a1-1dd6-4395-bc9c-865f4724d1d2.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_98796d36-3ff2-4243-9355-22e14a7789d4.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_493112e0-4ad6-4f0b-8970-b9ad04b757e9.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_8f53956d-f8f9-4705-a829-c1c5d0cfab9f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_62f230bc-ebcc-4e8f-8168-d74d70158df0.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_547a5384-6620-4734-9a4a-00ab69aa2594.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_60c026c2-07cc-4270-912a-63a90cd74f41.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ae9c0ff2-d0da-4f59-916b-c720586eb079.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_92b2e9fe-bf59-4324-8b95-f8602d439c8b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_05204cff-68b2-4b80-aae0-c777fd0bf32e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9e954679-fe1c-451f-b3d5-8cf663097471.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_31dbd548-1b2d-4a1f-a1a1-94f69aa97ba8.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_070a59a5-947e-42fc-819e-7db0a7944eae.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0f80c715-bbde-4d5c-8bb6-b442ca14bba1.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_3beaf48d-1701-4c7d-9fbe-352941606ee0.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_1ce07d95-1f33-415a-9a91-8c951ec9e2fb.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_2b824c62-37e7-4463-9f47-83c041f79207.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0b24e442-648f-4d2e-ac4a-12cd6aa18692.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_35a194fa-68fe-4fd0-92d8-84d40b41b115.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_dfcf1828-9a86-4a7a-bef3-faf7d0e10c8c.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_e814245c-5633-4c02-b934-b671a79a497c.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0fc1b440-82be-418c-bd19-b5c0eb2e46e0.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_6ca0426c-31b2-4e68-bbd5-ee0180fee68e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_e8a0181a-e09e-4ab8-b83e-26c0bc1f002e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_6899b688-eab3-4e42-a52a-be7ace7957ff.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_f41dab71-ee92-4a0e-a4bc-690c4f096b19.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_bf35a5d5-ead1-46c9-ab2a-b1110d10d687.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_1e66aa32-a397-4c1c-84f1-57e6e6c1ee37.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_459fdadc-3115-4fa0-91c2-547f2ba9454f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ca92e4bf-becd-4417-9caf-2880fe3fc3e5.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_b34b35a6-fda4-412d-a9a7-92ad2f5c97d3.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_b99b5284-6d83-4c61-a0ec-888bedbe41bc.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9c15fb04-b46a-45a0-b241-f12450a384fe.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_b120ad9b-3c53-4fa9-ac80-ecce1274524a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_31e53cfe-7c9c-4d4f-b3b1-23bfb7546860.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_23d15d8f-56b2-410d-8ec5-b747bdfc78ec.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_35da9f5b-f0ff-480a-9994-9a8678a0c518.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0371a5d0-9def-4c0f-b016-33d2956c5350.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_986b6469-4c02-49ab-a3f4-26ae28d115d8.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_08ab87b6-bfd9-4ec2-bc37-2a314c0736d4.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_f213e7c4-52a7-4975-b320-c9f9dca0e413.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_7b762943-ac04-4879-909b-c830afc335f7.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c55fef4b-07c5-4110-89ea-543caa69e50b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_398bc71c-8f18-4790-a6cf-c81d94d34660.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_8834da9e-f6a0-4450-bca7-444316b60e56.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_03e1b14d-56c9-4806-a045-23846dc5b1d0.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_e1be90de-392f-402f-9868-a70f66f3c2d3.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_739577d7-e5e9-469f-be30-4576ed5bbc36.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_d6615434-62d8-4ca5-a4f3-ce7f18ca8dbe.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ca34a5a0-b52f-4448-a012-cde40f31a100.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_43552407-5191-4e6c-a7e4-fe2295deb94c.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_4366eee0-cc1c-4895-b581-567a5b3bb729.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_7d0b0023-7aa4-4876-ba9a-e47e56f1994f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_d990909b-87ad-44ab-afc7-20ef01dc4ec1.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_7ac15d9f-6e93-4479-a8b0-1e1f1187c801.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_6a8de894-7449-4dcf-8cd0-e36f1cd4accb.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9ac8e6b4-2f78-4c7c-bed4-06cc0668d15b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_9435c547-7f3a-426c-a8e6-be1ab279a425.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_58d4095d-31d6-443d-820d-d0d45be7b83f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_89f1b6b6-e8fd-4cbb-a09b-15d39abff113.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_317a23b3-6bd0-4500-9e0c-1055f3bd50a9.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_7ac61c83-5a90-4851-9cd0-c7f23958a3ef.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_05346d92-6461-4608-b5ee-4250de693046.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_411c3be4-8808-4ca0-b659-faf43c5a32fe.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_17178cf7-8d1a-4d01-9579-216b5a466127.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_9ab67292-0303-4316-b793-019c42be1d0f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_399c9713-e791-4ddb-88ca-f305909136b9.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_60bf4638-95cc-4143-be5b-f05783cc428b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_14427e73-7315-467f-88e0-de420886b95f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_039688c9-9d82-4c00-8e25-8d8c987ee8f1.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_65e62600-3627-412a-bc75-814ded230701.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_87291e9f-9387-44a4-b34d-98c9b3a8fd3f.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_022ae5da-a6ab-4718-a7cd-2695a3b777d2.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_d4d5e2cc-4512-48c8-95ea-7baacc903636.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_b0ee1721-4d3d-4456-bacd-e41548eb15bc.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_039b63f5-b86b-4738-b52d-7826fc1e1cc1.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_5cfbab27-4c38-41b2-aef8-3bfd89920ab2.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_489f3c45-4d47-4f02-b317-f0a2c82b26f5.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_6b68d343-c04d-4845-ba05-4e7a4032280c.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_3929ab23-a16b-4070-af76-7e3bb838bb2a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c81a559e-69ed-4959-8d51-646a80b923bd.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_e6899472-9d0d-44f7-b5cb-37312637ec05.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_b76afe0d-5423-4660-bd58-ffaf2197c595.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ff765b14-91d1-4954-ba4a-b142b3e3e5e9.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_600d987c-683f-4957-a3a2-ba9db226e5d2.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_1e459958-956c-4335-a3a2-2290604c5cfb.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_1a001478-e4ec-4bb7-979d-568650212b73.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c1f32efb-bcd9-4891-aa16-388f3f24e828.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_a0594ac0-1fa7-4a96-95f5-b3db8e6483ac.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_596de8d5-c75f-4dbc-9887-44257f21500e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_d31f8e95-5d2e-47d8-b7f5-6c69bbfacffe.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_3b63ae48-e5ef-403d-8c0a-e38d069c1537.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_4e847485-04c0-45df-a58a-678d12cc3412.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_a98c941b-8a2a-4890-8e1e-906ff4a76708.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_e9fd1642-2b49-45bd-b565-a8224c796bd0.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_df2d1295-682d-42ea-98be-ebf7b80d842c.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_6c0b6f42-9943-4566-886c-586ab6a0d24e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c1614531-f33d-42bd-acbe-7b60cde1724e.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_bcff7af5-ff52-42d3-ba48-d0a4bd9e7546.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_dbb127bb-d611-4a98-ab6b-bb48906905ff.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_0023088e-751a-4416-8147-2cc56b8e54b3.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_326c53ca-556c-4740-9b26-260a47e3c7df.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_c6b64338-3cb9-492d-8de7-cb0bdb3f31ec.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_bd613530-6c7e-45ae-97de-81c44e1e85e0.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_29ea43fa-c111-4514-8eb4-9a5f4b7288f7.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_adef5468-52ab-4e63-b88e-fd03130d028a.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_f6943f88-8251-461c-83be-3627f85ad39b.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_a115970a-2409-4c07-9da5-32a0580da1a8.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ac1e5d12-7a83-4d4a-9dbc-b2bf692f6da2.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_fd7a8289-13d2-4743-80bb-f0171e75cfea.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_ebe95c2c-a598-4388-9563-6f4adf9dedda.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/injured/play_a66883fd-671c-4f94-a969-d499695d9cf9.mp4,1
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_8c7641a7-88c0-48f6-b4c9-ef335923adc9.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_ed1c3afa-749c-4bd3-a98f-b2ee64425692.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_88e2eb4f-0dd0-493e-8068-ec808e34b980.mp4,0
/Users/cameronburton/Desktop/CS230_Final_Project/Final_Dataset/healthy/play_7dd1d7cc-879b-46ca-8fe9-a54913331621.mp4,0
